Date,Starting_Inv_Amount,Ending_Inv_Amount,Rough_Volume
2015-06-23,81.75,83.85,77100
2015-06-24,81.65,83.7,95033
2015-06-25,79.59,82.75,153183
2015-06-26,80.4,82.5,59387
2015-06-29,78.7,81.25,76995
2015-06-30,80.05,82.7,149287
2015-07-01,81.2,83.2,105876
2015-07-02,81.3,82.75,61371
2015-07-03,81.05,83.0,103575
2015-07-06,80.15,83.65,154559
2015-07-07,83.25,89.25,1443206
2015-07-08,86.0,91.7,975575
2015-07-09,84.0,87.85,249976
2015-07-10,82.2,85.6,141556
2015-07-13,82.0,83.85,122408
2015-07-14,81.4,83.7,203335
2015-07-15,81.8,84.3,380938
2015-07-16,82.45,84.3,154172
2015-07-17,83.05,85.2,297094
2015-07-20,83.7,85.75,163954
2015-07-21,84.6,86.35,223708
2015-07-22,83.65,87.4,204108
2015-07-23,85.7,87.9,159278
2015-07-24,87.75,93.9,1012477
2015-07-27,88.45,91.7,258948
2015-07-28,87.15,90.75,123029
2015-07-29,87.85,92.5,406011
2015-07-30,90.35,95.0,497443
2015-07-31,92.0,95.9,478113
2015-08-03,92.5,95.0,136860
2015-08-04,92.0,95.4,246079
2015-08-05,93.0,95.8,251541
2015-08-06,92.9,99.5,819986
2015-08-07,95.55,102.9,1386047
2015-08-10,96.35,105.0,1304968
2015-08-11,94.6,100.75,511232
2015-08-12,92.25,95.9,350648
2015-08-13,91.2,96.45,573440
2015-08-14,90.7,98.25,302149
2015-08-17,92.55,96.85,174285
2015-08-18,92.1,95.6,199057
2015-08-19,91.3,95.0,212425
2015-08-20,92.0,97.3,390620
2015-08-21,90.75,94.4,170873
2015-08-24,83.85,91.9,451342
2015-08-25,83.0,92.35,223974
2015-08-26,87.4,92.95,643287
2015-08-27,92.05,96.5,228795
2015-08-28,91.0,95.6,229408
2015-08-31,89.1,91.75,74565
2015-09-01,85.8,89.4,90028
2015-09-02,85.75,90.35,712081
2015-09-03,86.4,89.0,68447
2015-09-04,84.1,87.0,71518
2015-09-07,81.34,86.2,85284
2015-09-08,81.0,84.5,95257
2015-09-09,84.6,88.5,80073
2015-09-10,84.0,86.4,64415
2015-09-11,85.2,87.8,69021
2015-09-14,84.7,86.7,60415
2015-09-15,84.05,85.95,35638
2015-09-16,83.6,85.15,33835
2015-09-18,84.55,86.85,46325
2015-09-21,83.95,86.4,193736
2015-09-22,84.0,86.9,55860
2015-09-23,83.2,84.9,58344
2015-09-24,82.5,84.8,117201
2015-09-28,82.4,84.5,54779
2015-09-29,83.1,84.45,181964
2015-09-30,82.65,84.5,62091
2015-10-01,83.4,88.0,291409
2015-10-05,85.65,88.7,156934
2015-10-06,85.5,87.55,146444
2015-10-07,85.3,87.4,166017
2015-10-08,85.55,87.25,70512
2015-10-09,85.2,86.85,176265
2015-10-12,83.85,86.3,130227
2015-10-13,83.2,86.75,155455
2015-10-14,87.4,90.0,496965
2015-10-15,87.3,89.0,78565
2015-10-16,88.65,96.3,910556
2015-10-19,93.2,95.55,191898
2015-10-20,93.9,103.25,983467
2015-10-21,95.05,101.4,362967
2015-10-23,97.25,103.0,482492
2015-10-26,95.0,100.6,271272
2015-10-27,95.1,99.3,148371
2015-10-28,95.7,103.0,787484
2015-10-29,102.5,105.6,631290
2015-10-30,99.05,105.15,423163
2015-11-02,99.55,104.4,261010
2015-11-03,103.65,111.0,2084230
2015-11-04,107.1,116.5,3174118
2015-11-05,104.0,110.8,928193
2015-11-06,102.25,108.5,571518
2015-11-09,99.1,111.7,790179
2015-11-10,105.1,112.9,854751
2015-11-11,109.5,111.6,192047
2015-11-13,109.1,124.65,3015994
2015-11-16,116.8,126.4,1684671
2015-11-17,121.15,126.65,905359
2015-11-18,117.05,124.1,543721
2015-11-19,118.05,123.3,527713
2015-11-20,118.5,130.69,1495844
2015-11-23,122.2,130.0,882851
2015-11-24,121.3,130.0,651724
2015-11-26,107.15,125.0,2219719
2015-11-27,112.0,119.9,897917
2015-11-30,111.6,117.4,406631
2015-12-01,108.9,114.85,331547
2015-12-02,109.3,115.0,770135
2015-12-03,110.0,113.65,267382
2015-12-04,107.1,112.4,572472
2015-12-07,108.1,111.8,258619
2015-12-08,102.7,109.9,304962
2015-12-09,99.2,105.45,283793
2015-12-10,101.35,107.0,306850
2015-12-11,102.1,107.5,238855
2015-12-14,104.0,111.35,236848
2015-12-15,107.25,111.95,205479
2015-12-16,108.5,113.4,381126
2015-12-17,110.0,113.85,859020
2015-12-18,113.55,118.8,684912
2015-12-21,115.0,118.4,320444
2015-12-22,113.2,117.05,257964
2015-12-23,111.1,115.0,190183
2015-12-24,112.6,115.6,218730
2015-12-28,112.0,115.8,141922
2015-12-29,110.5,116.1,425639
2015-12-30,110.05,116.45,353108
2015-12-31,114.0,120.25,2005090
2016-01-01,115.5,121.0,495418
2016-01-04,113.05,118.05,432088
2016-01-05,113.1,118.0,283638
2016-01-06,111.15,116.5,217009
2016-01-07,108.3,112.8,631792
2016-01-08,112.1,118.2,607860
2016-01-11,113.7,125.9,2216758
2016-01-12,113.8,122.9,668362
2016-01-13,104.5,119.0,1154697
2016-01-14,106.95,113.0,286687
2016-01-15,101.2,113.9,495609
2016-01-18,97.6,108.4,517709
2016-01-19,104.3,112.0,547581
2016-01-20,106.05,109.0,550291
2016-01-21,107.9,112.0,444415
2016-01-22,109.55,112.55,277704
2016-01-25,111.2,114.7,308139
2016-01-27,110.75,114.0,494671
2016-01-28,110.45,113.6,74283
2016-01-29,110.05,115.4,153890
2016-02-01,113.2,117.95,184551
2016-02-02,113.5,116.8,224538
2016-02-03,111.35,116.5,167913
2016-02-04,106.25,114.9,294848
2016-02-05,108.3,115.35,519060
2016-02-08,107.6,114.2,232257
2016-02-09,105.0,108.2,157153
2016-02-10,105.7,107.9,219199
2016-02-11,92.0,110.7,405687
2016-02-12,90.6,99.45,324281
2016-02-15,98.05,101.95,162329
2016-02-16,96.75,100.75,104135
2016-02-17,93.1,98.9,130474
2016-02-18,96.2,99.9,114299
2016-02-19,99.2,102.15,85895
2016-02-22,99.05,103.15,180310
2016-02-23,98.75,102.8,107760
2016-02-24,96.95,99.4,103470
2016-02-25,95.2,98.2,107442
2016-02-26,91.0,99.5,182360
2016-02-29,90.1,97.6,124869
2016-03-01,94.0,97.4,136734
2016-03-02,95.55,99.1,186936
2016-03-03,94.0,103.9,417076
2016-03-04,99.05,103.3,207832
2016-03-08,97.7,102.5,118643
2016-03-09,98.2,103.2,112625
2016-03-10,98.5,102.5,145167
2016-03-11,98.5,101.3,97902
2016-03-14,99.0,102.45,113790
2016-03-15,96.8,101.0,99928
2016-03-16,96.55,98.4,63272
2016-03-17,95.2,99.5,99396
2016-03-18,95.9,97.85,83524
2016-03-21,96.1,101.45,323353
2016-03-22,94.15,99.35,224672
2016-03-23,94.65,96.6,134555
2016-03-28,93.8,96.1,585524
2016-03-29,92.75,95.3,610137
2016-03-30,94.25,96.9,119870
2016-03-31,95.05,96.5,145989
2016-04-01,95.05,97.9,99436
2016-04-04,96.5,97.8,94706
2016-04-05,94.6,97.0,129259
2016-04-06,93.3,96.75,76186
2016-04-07,93.9,95.9,86049
2016-04-08,93.6,95.8,78268
2016-04-11,90.2,95.7,268342
2016-04-12,87.0,91.1,752619
2016-04-13,87.6,89.0,133269
2016-04-18,87.5,90.25,192538
2016-04-20,87.5,97.8,621971
2016-04-21,91.9,95.0,288863
2016-04-22,92.1,94.3,117397
2016-04-25,90.8,93.45,57837
2016-04-26,90.3,92.8,105037
2016-04-27,90.6,92.95,72560
2016-04-28,88.45,91.35,106377
2016-04-29,87.5,90.4,67895
2016-05-02,88.0,89.7,51778
2016-05-03,88.0,92.15,464321
2016-05-04,88.0,89.3,147745
2016-05-05,88.05,90.4,776380
2016-05-06,86.85,89.0,125090
2016-05-09,88.7,94.0,248708
2016-05-10,90.5,93.4,133824
2016-05-11,87.55,95.4,456131
2016-05-12,89.2,90.9,132010
2016-05-13,87.95,89.9,113748
2016-05-16,87.0,88.55,85400
2016-05-17,87.4,90.25,823418
2016-05-18,88.0,91.6,175304
2016-05-19,87.55,90.05,82795
2016-05-20,86.75,88.95,54584
2016-05-23,85.45,88.35,112056
2016-05-24,83.8,86.4,71690
2016-05-25,84.35,87.0,43088
2016-05-26,84.1,86.0,58080
2016-05-27,84.15,86.75,76354
2016-05-30,84.35,86.5,761226
2016-05-31,84.65,85.9,51352
2016-06-01,85.15,89.1,835440
2016-06-02,86.9,92.3,1147566
2016-06-03,88.25,92.85,200693
2016-06-06,86.75,89.3,120755
2016-06-07,87.5,94.3,639768
2016-06-08,91.3,94.05,402293
2016-06-09,90.5,93.55,170411
2016-06-10,90.55,97.5,482520
2016-06-13,90.3,92.65,151695
2016-06-14,91.35,94.8,222412
2016-06-15,90.7,93.5,164158
2016-06-16,89.0,91.65,108130
2016-06-17,87.9,91.0,234960
2016-06-20,85.95,89.6,231033
2016-06-21,87.2,88.9,99062
2016-06-22,88.3,96.0,977202
2016-06-23,90.45,94.0,159415
2016-06-24,88.0,91.6,209122
2016-06-27,90.0,93.15,78821
2016-06-28,90.05,93.85,152696
2016-06-29,92.1,93.5,126916
2016-06-30,92.0,94.5,579469
2016-07-01,92.25,95.2,260588
2016-07-04,92.3,95.45,235592
2016-07-05,93.5,99.0,647095
2016-07-07,94.2,100.0,235147
2016-07-08,94.0,97.7,246175
2016-07-11,94.35,96.75,100995
2016-07-12,92.55,95.6,98314
2016-07-13,91.1,93.8,104402
2016-07-14,91.25,92.4,73970
2016-07-15,90.5,92.7,83784
2016-07-18,90.0,91.95,61317
2016-07-19,89.05,92.9,91106
2016-07-20,89.5,91.0,115582
2016-07-21,90.5,92.95,131815
2016-07-22,89.5,91.9,108850
2016-07-25,90.0,91.75,68910
2016-07-26,90.85,95.1,325463
2016-07-27,91.8,93.3,89498
2016-07-28,91.0,93.9,111659
2016-07-29,90.1,92.65,73579
2016-08-01,90.2,92.45,50927
2016-08-02,90.1,92.25,47577
2016-08-03,89.75,92.9,114876
2016-08-04,90.0,91.9,47767
2016-08-05,90.05,91.4,94865
2016-08-08,90.6,91.7,68772
2016-08-09,90.3,92.2,203973
2016-08-10,91.25,94.4,270715
2016-08-11,83.55,93.9,6137091
2016-08-12,89.25,92.0,334732
2016-08-16,91.4,95.8,364639
2016-08-17,93.9,105.0,3422009
2016-08-18,101.75,106.5,1943958
2016-08-19,100.1,104.0,441540
2016-08-22,97.8,103.0,260868
2016-08-23,95.35,99.25,226374
2016-08-24,95.7,98.0,130759
2016-08-25,95.0,98.0,145953
2016-08-26,94.1,96.7,92659
2016-08-29,94.1,98.35,218336
2016-08-30,96.5,103.5,1104961
2016-08-31,101.6,106.1,1042877
2016-09-01,99.8,104.7,303469
2016-09-02,99.05,103.35,345380
2016-09-06,101.0,103.65,418708
2016-09-07,101.5,104.4,482573
2016-09-08,101.3,106.0,1013811
2016-09-09,105.75,113.95,4559540
2016-09-12,103.1,106.7,1065088
2016-09-14,103.2,107.7,625629
2016-09-15,104.8,106.9,598429
2016-09-16,105.7,111.95,1721393
2016-09-19,106.0,109.6,685665
2016-09-20,103.75,107.85,573603
2016-09-21,104.4,108.5,654304
2016-09-22,105.8,108.15,837397
2016-09-23,107.0,115.5,2152385
2016-09-26,112.0,120.0,2769716
2016-09-27,116.1,124.0,3306151
2016-09-28,121.0,127.3,2224095
2016-09-29,107.65,131.1,3870178
2016-09-30,112.7,123.8,2755266
2016-10-03,115.85,123.2,1572800
2016-10-04,121.6,127.2,1891909
2016-10-05,124.0,139.0,4994475
2016-10-06,128.95,138.4,2261618
2016-10-07,129.2,139.0,3122284
2016-10-10,136.95,147.4,3562704
2016-10-13,134.0,143.5,1911068
2016-10-14,137.45,144.4,1297683
2016-10-17,137.0,141.1,540185
2016-10-18,139.0,144.0,932671
2016-10-19,139.7,146.8,1405342
2016-10-20,144.7,150.4,1108220
2016-10-21,142.3,146.4,717687
2016-10-24,138.0,143.9,465431
2016-10-25,137.2,141.65,243123
2016-10-26,136.5,141.65,712448
2016-10-27,135.05,141.0,554472
2016-10-28,135.6,142.0,458333
2016-10-30,140.05,142.8,186922
2016-11-01,141.95,148.8,1511337
2016-11-02,138.2,145.4,722881
2016-11-03,137.4,142.65,625752
2016-11-04,129.0,141.8,1347975
2016-11-07,140.35,146.4,1714901
2016-11-08,137.4,142.4,384829
2016-11-09,110.35,131.15,2159008
2016-11-10,123.15,136.65,733532
2016-11-11,117.0,126.7,1176604
2016-11-15,114.0,128.25,1321668
2016-11-16,117.0,124.5,252806
2016-11-17,112.9,120.3,357437
2016-11-18,113.4,120.85,485050
2016-11-21,110.35,119.15,359720
2016-11-22,110.95,119.8,455060
2016-11-23,116.2,123.8,332391
2016-11-24,116.8,119.8,102924
2016-11-25,117.45,120.0,215928
2016-11-28,116.35,121.95,953217
2016-11-29,116.25,119.5,266908
2016-11-30,117.0,123.2,718487
2016-12-01,117.2,126.7,1117856
2016-12-02,117.25,122.65,308275
2016-12-05,116.25,120.25,212132
2016-12-06,118.15,121.3,225827
2016-12-07,116.95,119.55,300575
2016-12-08,118.0,121.25,461498
2016-12-09,118.0,121.45,215921
2016-12-12,118.4,120.0,131513
2016-12-13,118.5,122.0,382170
2016-12-14,118.0,125.35,691724
2016-12-15,115.0,119.8,697853
2016-12-16,113.25,116.75,147775
2016-12-19,112.3,115.5,100586
2016-12-20,107.0,115.0,301015
2016-12-21,105.5,113.3,222196
2016-12-22,107.1,109.35,157457
2016-12-23,108.2,111.5,172706
2016-12-26,106.5,110.55,121115
2016-12-27,107.0,112.0,197570
2016-12-28,110.5,118.5,822681
2016-12-29,110.0,113.3,349378
2016-12-30,111.15,114.3,560166
2017-01-02,110.0,112.35,291240
2017-01-03,110.2,112.5,240029
2017-01-04,110.8,119.4,1686825
2017-01-05,117.0,125.1,3472027
2017-01-06,119.8,126.45,952452
2017-01-09,118.2,121.35,253367
2017-01-10,118.7,122.7,294669
2017-01-11,116.85,122.45,466734
2017-01-12,115.5,118.75,252718
2017-01-13,114.25,117.2,243918
2017-01-16,114.05,119.0,386786
2017-01-17,117.2,122.3,1289075
2017-01-18,119.3,122.7,564396
2017-01-19,117.5,121.0,161961
2017-01-20,115.25,118.95,226220
2017-01-23,115.25,118.0,203631
2017-01-24,114.65,117.4,445107
2017-01-25,114.25,116.6,210048
2017-01-27,115.25,120.45,557572
2017-01-30,114.8,117.95,182733
2017-01-31,112.5,115.4,166635
2017-02-01,110.5,120.5,715592
2017-02-02,119.2,128.8,1805188
2017-02-03,120.5,128.0,775951
2017-02-06,122.55,128.5,1154443
2017-02-07,124.65,131.65,1353034
2017-02-08,128.1,134.8,1771329
2017-02-09,125.35,132.8,650632
2017-02-10,126.0,133.7,918322
2017-02-13,121.75,127.0,779802
2017-02-14,123.0,128.4,1267505
2017-02-15,118.65,125.95,881792
2017-02-16,120.45,134.4,2627526
2017-02-17,128.05,130.55,405689
2017-02-20,128.0,136.5,1481030
2017-02-21,130.7,142.75,4538476
2017-02-22,132.1,137.8,464469
2017-02-23,130.65,135.75,316279
2017-02-27,128.9,135.0,430476
2017-02-28,129.65,134.35,294105
2017-03-01,129.0,132.15,386319
2017-03-02,127.0,135.15,802140
2017-03-03,127.0,129.65,215192
2017-03-06,127.15,130.9,327085
2017-03-07,127.35,130.4,258472
2017-03-08,126.5,130.65,289038
2017-03-09,125.35,128.95,194004
2017-03-10,124.0,127.75,152815
2017-03-14,124.2,128.9,105786
2017-03-15,124.3,132.65,1253364
2017-03-16,126.3,130.3,345553
2017-03-17,125.8,129.25,297927
2017-03-20,124.0,129.4,231905
2017-03-21,123.5,125.9,246234
2017-03-22,121.5,125.5,159476
2017-03-23,122.55,124.75,215611
2017-03-24,123.15,125.95,370283
2017-03-27,123.2,127.2,202628
2017-03-28,123.8,129.0,397350
2017-03-29,125.6,137.0,2235041
2017-03-30,133.0,137.8,825011
2017-03-31,136.0,141.1,959989
2017-04-03,128.05,135.8,1187964
2017-04-05,129.0,133.5,541468
2017-04-06,126.1,129.8,399453
2017-04-07,122.35,128.85,334476
2017-04-10,113.0,126.8,1774930
2017-04-11,110.15,119.0,1422876
2017-04-12,111.0,115.4,1024417
2017-04-13,112.05,115.0,516406
2017-04-17,113.1,117.0,632814
2017-04-18,108.5,116.4,1385677
2017-04-19,106.55,110.65,696793
2017-04-20,108.5,122.0,4087242
2017-04-21,121.5,132.15,5110322
2017-04-24,124.0,127.95,786816
2017-04-25,122.9,127.4,486470
2017-04-26,120.45,125.4,395624
2017-04-27,119.75,125.05,601115
2017-04-28,121.75,124.0,328790
2017-05-02,121.6,125.1,424320
2017-05-03,121.75,124.5,338416
2017-05-04,121.3,124.3,193175
2017-05-05,120.1,122.25,213570
2017-05-08,119.55,123.1,326726
2017-05-09,121.15,125.1,731473
2017-05-10,123.1,125.4,435062
2017-05-11,123.8,129.9,1463948
2017-05-12,126.3,131.0,843096
2017-05-15,125.75,129.8,298717
2017-05-16,127.75,132.25,488871
2017-05-17,128.0,130.95,259271
2017-05-18,125.45,131.4,450514
2017-05-19,125.0,129.9,313478
2017-05-22,124.4,128.6,280228
2017-05-23,121.0,128.45,439468
2017-05-24,118.75,124.95,560851
2017-05-25,113.15,123.3,379204
2017-05-26,118.65,122.2,416411
2017-05-29,117.95,121.4,200278
2017-05-30,118.6,120.75,152239
2017-05-31,119.05,122.25,279365
2017-06-01,119.75,126.25,482246
2017-06-02,122.15,126.8,120111
2017-06-05,121.9,126.65,169007
2017-06-06,121.2,124.85,84797
2017-06-07,121.3,124.9,118463
2017-06-08,121.95,124.9,211779
2017-06-09,124.3,130.0,858955
2017-06-12,126.15,131.6,424228
2017-06-13,126.6,130.9,176202
2017-06-14,121.65,127.55,238539
2017-06-15,122.0,124.5,99375
2017-06-16,122.3,127.5,206043
2017-06-19,124.25,128.25,145959
2017-06-20,125.25,134.95,1369389
2017-06-21,127.1,131.1,175432
2017-06-22,126.0,130.1,118616
2017-06-23,122.2,127.6,167514
2017-06-27,120.2,124.7,143086
2017-06-28,120.7,123.7,136907
2017-06-29,122.1,123.7,54847
2017-06-30,118.65,122.9,181177
2017-07-03,119.55,126.4,749108
2017-07-04,121.05,129.3,491509
2017-07-05,128.45,138.9,2626122
2017-07-06,133.3,140.6,1093089
2017-07-07,134.05,138.9,480284
2017-07-10,135.0,137.9,37391
2017-07-11,131.55,137.9,400084
2017-07-12,133.3,138.7,501900
2017-07-13,130.3,136.4,476587
2017-07-14,126.4,132.25,351458
2017-07-17,125.6,129.5,206139
2017-07-18,125.0,128.8,242240
2017-07-19,126.0,133.5,557851
2017-07-20,129.1,134.1,188535
2017-07-21,127.65,131.1,137772
2017-07-24,125.8,129.4,255712
2017-07-25,127.0,131.5,811920
2017-07-26,127.6,133.85,886176
2017-07-27,126.2,135.0,1028011
2017-07-28,128.0,140.0,2056776
2017-07-31,137.2,144.8,1520546
2017-08-01,138.4,144.4,739257
2017-08-02,142.0,150.75,2060555
2017-08-03,143.75,150.6,670380
2017-08-04,143.75,146.75,374684
2017-08-07,145.5,154.0,805162
2017-08-08,146.9,155.0,978200
2017-08-09,143.55,153.0,607934
2017-08-10,133.6,146.55,640276
2017-08-11,134.9,144.7,443654
2017-08-14,141.0,144.95,297969
2017-08-16,142.75,164.3,2273167
2017-08-17,160.25,171.65,2257062
2017-08-18,162.25,167.9,976920
2017-08-21,159.95,167.15,406685
2017-08-22,157.0,166.0,910754
2017-08-23,161.0,164.8,473860
2017-08-24,162.95,170.5,1267212
2017-08-28,163.65,168.2,458566
2017-08-29,160.5,164.55,621995
2017-08-30,163.0,171.95,1413688
2017-08-31,164.25,168.8,658275
2017-09-01,164.0,167.75,417479
2017-09-04,161.3,170.7,709882
2017-09-05,162.7,167.9,335415
2017-09-06,162.8,165.8,234525
2017-09-07,162.2,169.0,514002
2017-09-08,163.5,178.8,3385396
2017-09-11,177.15,184.5,2669479
2017-09-12,175.5,182.15,952716
2017-09-13,172.0,180.0,802761
2017-09-14,174.0,177.0,397157
2017-09-15,167.35,173.8,583150
2017-09-18,167.95,174.0,649091
2017-09-19,168.35,171.85,627311
2017-09-20,167.05,171.8,758554
2017-09-21,162.2,169.7,761626
2017-09-22,155.0,164.3,532305
2017-09-25,147.5,157.2,838419
2017-09-26,149.1,161.65,586940
2017-09-27,151.45,161.95,442020
2017-10-17,210.4,225.8,5073135
2017-10-18,208.55,216.85,1626572
2017-10-19,212.0,220.0,926477
2017-10-23,219.4,229.3,2868686
2017-10-24,212.4,226.3,2419764
2017-10-25,208.5,229.0,2127666
2017-10-26,203.9,212.7,1433506
2017-10-27,209.0,228.8,5411289
2017-10-30,210.5,217.5,2477216
2017-10-31,212.3,220.2,1382124
2017-11-01,213.25,220.7,864523
2017-11-02,210.0,216.7,783083
2017-11-03,210.35,215.9,1167184
2017-11-06,210.1,217.7,1120419
2017-11-07,201.8,214.25,749878
2017-11-08,200.5,208.0,688891
2017-11-09,204.6,214.0,2128598
2017-11-10,209.1,214.2,738097
2017-11-13,210.9,219.25,1409955
2017-11-14,214.0,219.7,717392
2017-11-15,213.1,219.9,891317
2017-11-16,220.0,259.7,10428618
2017-11-17,246.0,275.8,8765241
2017-11-20,256.65,278.0,4631830
2017-11-21,274.1,288.35,5164925
2017-11-22,278.7,308.9,8617509
2017-11-23,280.5,300.9,2791218
2017-11-24,278.1,287.8,1745351
2017-11-27,275.2,291.8,1992906
2017-11-28,281.55,291.5,1358442
2017-11-29,278.05,286.85,736722
2017-11-30,274.0,288.5,1797812
2017-12-01,257.05,289.4,1867803
2017-12-04,258.05,273.3,1896449
2017-12-05,258.0,294.0,4524678
2017-12-06,270.25,292.85,3161177
2017-12-07,275.55,288.5,2205571
2017-12-08,284.2,294.9,2122983
2017-12-11,267.0,288.85,3085372
2017-12-12,266.1,278.45,2003512
2017-12-13,268.25,279.0,1839662
2017-12-14,265.5,274.0,801560
2017-12-15,267.6,276.0,855851
2017-12-18,255.45,274.5,915179
2017-12-19,270.85,281.45,1815620
2017-12-20,276.6,286.5,1501528
2017-12-21,278.1,284.7,865458
2017-12-22,276.6,285.7,679459
2017-12-26,276.65,293.25,2279256
2017-12-27,278.2,297.5,2280498
2017-12-28,284.5,292.35,1160844
2017-12-29,287.0,295.5,1351117
2018-01-01,288.5,302.3,1688847
2018-01-02,287.6,297.8,907948
2018-01-03,292.2,300.5,1477942
2018-01-04,296.25,311.6,3229039
2018-01-05,310.3,324.1,4396180
2018-01-08,312.2,326.9,1959929
2018-01-09,311.0,323.7,1102069
2018-01-10,304.25,318.5,1338589
2018-01-11,311.2,322.0,1299979
2018-01-12,306.7,321.0,976168
2018-01-15,313.65,329.05,2411801
2018-01-16,314.35,329.5,1948029
2018-01-17,310.0,347.0,6013437
2018-01-18,332.25,361.7,4778364
2018-01-19,337.45,369.85,4861617
2018-01-22,363.5,404.4,6977855
2018-01-23,375.5,418.0,6701704
2018-01-24,372.3,410.4,8968272
2018-01-25,367.7,395.5,3801316
2018-01-29,361.1,383.0,2055812
2018-01-30,351.05,372.2,2124227
2018-01-31,358.15,381.4,2410426
2018-02-01,347.0,370.0,1867164
2018-02-02,320.8,358.4,3229590
2018-02-05,303.1,366.0,3902802
2018-02-06,316.8,343.2,2621910
2018-02-07,327.9,347.9,1969743
2018-02-08,331.9,345.1,1413582
2018-02-09,326.55,347.35,1596719
2018-02-12,338.45,358.9,2696978
2018-02-14,355.1,370.85,2687794
2018-02-15,349.0,370.0,1615508
2018-02-16,342.0,363.65,1305940
2018-02-19,330.0,350.9,1197769
2018-02-20,322.0,343.2,1280870
